Country,Year,HPI,Inflation_Rate,GDP,GDP_Growth_Rate,Total_Refugees,Total_Asylum,Population,HPI_Growth,Rugees_Growth,Refugees_per_1000
Norway,2019,120.18,2.16773003305402,408742840909.0909,1.123777874367974,53882,1507,5347896,4.024928589976634,-5.476808645007368,10.075364218002743
Norway,2020,126.11,1.28658490708005,367633418886.62726,-1.2781717845225984,49653,1083,5379475,4.934265268763515,-7.848632196280763,9.230082861245753
Norway,2021,137.66,3.48388055266678,503367986030.26776,3.908686776894172,46042,1268,5408320,9.158671001506619,-7.272470948381769,8.51317969350926
Norway,2022,145.71,5.76412317852272,593726965415.6191,3.005635160762978,75311,3313,5457127,5.84774081069302,63.57021849615568,13.800485127064112
Norway,2023,147.63,5.51784987104659,485310823603.662,0.4796472460118224,103606,4967,5519594,1.317685814288647,37.57087278086866,18.770583488568178
Turkiye,2010,57.12,8.56644420552976,776967266305.5303,8.427104322761906,10025,6699,NA,-61.308677098150774,-90.3239194641237,NA
Turkiye,2011,62.15,6.471879671151,838785289694.35,11.200110583350352,14457,10936,NA,8.806022408963587,44.20947630922693,NA
Turkiye,2012,68.93,8.89156996512163,880555885492.2687,4.788492711080082,267063,23785,NA,10.909090909090922,1747.291969288234,NA
Turkiye,2013,76.8,7.49309030547693,957799120008.3204,8.48581699653026,609931,52448,NA,11.417379950674581,128.38468825707793,NA
Turkiye,2014,86.39,8.85457271364324,938934609296.9656,4.939715161365797,1587365,106357,NA,12.486979166666671,160.25320896953917,NA
Turkiye,2015,100,7.67085364845877,864313810469.0094,6.084486904436631,2541348,212368,NA,15.754138210441024,60.09852806380385,NA
Turkiye,2016,112.78,7.7751341532833,869682881593.0414,3.323084208457459,2869419,245926,NA,12.780000000000003,12.909330009113273,NA
Turkiye,2017,124.98,11.1443110840765,858988492853.742,7.501997489174911,3480350,308838,NA,10.817520837027844,21.29110457552557,NA
Turkiye,2018,134.77,16.3324638988928,778972108040.6018,3.0131703931214986,3681688,311699,NA,7.83325332053129,5.784992888646257,NA
Turkiye,2019,141.25,15.1768215720022,761005915750.9254,0.8185145267266734,3579531,328257,NA,4.808191734065437,-2.7747326769677385,NA
Turkiye,2020,174.84,12.2789574462574,720338490327.2477,1.859873039764622,3652362,322188,NA,23.78053097345133,2.0346520256424654,NA
Turkiye,2021,240.48,19.5964926913324,819865223976.115,11.439395692656577,3759817,304970,NA,37.54289636238846,2.942068721556078,NA
Turkiye,2022,611.4,72.3088359891207,907118434653.5048,5.53342787492781,3568259,272336,NA,154.24151696606785,-5.094875628255311,NA
Turkiye,2023,1216.29,53.8594087593315,1118252964260.773,5.1111681848870205,3251127,222069,NA,98.93523061825319,-8.887583552651307,NA
